Date,Transport type,Percentage
2020-11-08,London bus,36.0
2020-11-09,London bus,49.0
2020-11-10,London bus,49.0
2020-11-11,London bus,47.0
2020-11-12,London bus,48.0
2020-11-13,London bus,49.0
2020-11-14,London bus,38.0
2020-11-15,London bus,37.0
2020-11-16,London bus,49.0
2020-11-17,London bus,49.0
2020-11-18,London bus,48.0
2020-11-19,London bus,48.0
2020-11-20,London bus,48.0
2020-11-21,London bus,42.0
2020-11-22,London bus,41.0
2020-11-23,London bus,49.0
2020-11-24,London bus,49.0
2020-11-25,London bus,48.0
2020-11-26,London bus,48.0
2020-11-27,London bus,47.0
2020-11-28,London bus,42.0
2020-11-29,London bus,39.0
2020-11-30,London bus,49.0
2020-12-01,London bus,51.0
2020-12-02,London bus,56.0
2020-12-03,London bus,54.0
2020-12-04,London bus,58.0
2020-12-05,London bus,58.0
2020-12-06,London bus,55.0
2020-12-07,London bus,56.0
2020-12-08,London bus,58.0
2020-12-09,London bus,56.0
2020-12-10,London bus,58.0
2020-12-11,London bus,58.0
2020-12-12,London bus,59.0
2020-12-13,London bus,54.0
2020-12-14,London bus,57.0
2020-12-15,London bus,60.0
2020-12-16,London bus,52.0
2020-12-17,London bus,54.0
2020-12-18,London bus,52.0
2020-12-19,London bus,54.0
2020-12-20,London bus,41.0
2020-12-21,London bus,43.0
2020-12-22,London bus,44.0
2020-12-23,London bus,44.0
2020-12-24,London bus,46.0
2020-12-25,London bus,
2020-12-26,London bus,26.0
2020-12-27,London bus,35.0
2020-12-28,London bus,50.0
2020-12-29,London bus,40.0
2020-12-30,London bus,42.0
2020-12-31,London bus,42.0
2021-01-01,London bus,38.0
2021-01-02,London bus,34.0
2021-01-03,London bus,37.0
2021-01-04,London bus,36.0
2021-01-05,London bus,33.0
2021-01-06,London bus,32.0
2021-01-07,London bus,32.0
2021-01-08,London bus,31.0
2021-01-09,London bus,33.0
2021-01-10,London bus,32.0
2021-01-11,London bus,32.0
2021-01-12,London bus,31.0
2021-01-13,London bus,30.0
2021-01-14,London bus,30.0
2021-01-15,London bus,32.0
2021-01-16,London bus,31.0
2021-01-17,London bus,34.0
2021-01-18,London bus,32.0
2021-01-19,London bus,31.0
2021-01-20,London bus,31.0
2021-01-21,London bus,32.0
2021-01-22,London bus,33.0
2021-01-23,London bus,34.0
2021-01-24,London bus,30.0
2021-01-25,London bus,33.0
2021-01-26,London bus,31.0
2021-01-27,London bus,32.0
2021-01-28,London bus,33.0
2021-01-29,London bus,33.0
2021-01-30,London bus,32.0
2021-01-31,London bus,35.0
2021-02-01,London bus,34.0
2021-02-02,London bus,33.0
2021-02-03,London bus,33.0
2021-02-04,London bus,33.0
2021-02-05,London bus,35.0
2021-02-06,London bus,35.0
2021-02-07,London bus,39.0
2021-02-08,London bus,32.0
2020-03-01,Bus (excluding London),
2020-03-02,Bus (excluding London),
2020-03-03,Bus (excluding London),
2020-03-04,Bus (excluding London),
2020-03-05,Bus (excluding London),
2020-03-06,Bus (excluding London),
2020-03-07,Bus (excluding London),
2020-03-08,Bus (excluding London),
2020-03-09,Bus (excluding London),102.0
2020-03-10,Bus (excluding London),102.0
2020-03-11,Bus (excluding London),98.0
2020-03-12,Bus (excluding London),98.0
2020-03-13,Bus (excluding London),94.0
2020-03-14,Bus (excluding London),85.0
2020-03-15,Bus (excluding London),85.0
2020-03-16,Bus (excluding London),88.0
2020-03-17,Bus (excluding London),77.0
2020-03-18,Bus (excluding London),62.0
2020-03-19,Bus (excluding London),58.0
2020-03-20,Bus (excluding London),53.0
2020-03-21,Bus (excluding London),4.0
2020-03-22,Bus (excluding London),35.0
2020-03-23,Bus (excluding London),27.0
2020-03-24,Bus (excluding London),17.0
2020-03-25,Bus (excluding London),14.0
2020-03-26,Bus (excluding London),13.0
2020-03-27,Bus (excluding London),14.0
2020-03-28,Bus (excluding London),12.0
2020-03-29,Bus (excluding London),13.0
2020-03-30,Bus (excluding London),12.0
2020-03-31,Bus (excluding London),12.0
2020-04-01,Bus (excluding London),11.0
2020-04-02,Bus (excluding London),11.0
2020-04-03,Bus (excluding London),12.0
2020-04-04,Bus (excluding London),11.0
2020-04-05,Bus (excluding London),12.0
2020-04-06,Bus (excluding London),11.0
2020-04-07,Bus (excluding London),11.0
2020-04-08,Bus (excluding London),10.0
2020-04-09,Bus (excluding London),12.0
2020-04-10,Bus (excluding London),12.0
2020-04-11,Bus (excluding London),10.0
2020-04-12,Bus (excluding London),10.0
2020-04-13,Bus (excluding London),12.0
2020-04-14,Bus (excluding London),12.0
2020-04-15,Bus (excluding London),10.0
2020-04-16,Bus (excluding London),11.0
2020-04-17,Bus (excluding London),11.0
2020-04-18,Bus (excluding London),11.0
2020-04-19,Bus (excluding London),13.0
2020-04-20,Bus (excluding London),12.0
2020-04-21,Bus (excluding London),11.0
2020-04-22,Bus (excluding London),11.0
2020-04-23,Bus (excluding London),11.0
2020-04-24,Bus (excluding London),12.0
2020-04-25,Bus (excluding London),12.0
2020-04-26,Bus (excluding London),13.0
2020-04-27,Bus (excluding London),12.0
2020-04-28,Bus (excluding London),11.0
2020-04-29,Bus (excluding London),11.0
2020-04-30,Bus (excluding London),11.0
2020-05-01,Bus (excluding London),12.0
2020-05-02,Bus (excluding London),12.0
2020-05-03,Bus (excluding London),13.0
2020-05-04,Bus (excluding London),12.0
2020-05-05,Bus (excluding London),12.0
2020-05-06,Bus (excluding London),12.0
2020-05-07,Bus (excluding London),13.0
2020-05-08,Bus (excluding London),
2020-05-09,Bus (excluding London),13.0
2020-05-10,Bus (excluding London),13.0
2020-05-11,Bus (excluding London),12.0
2020-05-12,Bus (excluding London),13.0
2020-05-13,Bus (excluding London),12.0
2020-05-14,Bus (excluding London),13.0
2020-05-15,Bus (excluding London),13.0
2020-05-16,Bus (excluding London),13.0
2020-05-17,Bus (excluding London),15.0
2020-05-18,Bus (excluding London),14.0
2020-05-19,Bus (excluding London),14.0
2020-05-20,Bus (excluding London),13.0
2020-05-21,Bus (excluding London),13.0
2020-05-22,Bus (excluding London),14.0
2020-05-23,Bus (excluding London),14.0
2020-05-24,Bus (excluding London),16.0
2020-05-25,Bus (excluding London),19.0
2020-05-26,Bus (excluding London),15.0
2020-05-27,Bus (excluding London),14.0
2020-05-28,Bus (excluding London),14.0
2020-05-29,Bus (excluding London),15.0
2020-05-30,Bus (excluding London),16.0
2020-05-31,Bus (excluding London),19.0
2020-06-01,Bus (excluding London),17.0
2020-06-02,Bus (excluding London),18.0
2020-06-03,Bus (excluding London),16.0
2020-06-04,Bus (excluding London),17.0
2020-06-05,Bus (excluding London),17.0
2020-06-06,Bus (excluding London),16.0
2020-06-07,Bus (excluding London),19.0
2020-06-08,Bus (excluding London),18.0
2020-06-09,Bus (excluding London),19.0
2020-06-10,Bus (excluding London),17.0
2020-06-11,Bus (excluding London),17.0
2020-06-12,Bus (excluding London),18.0
2020-06-13,Bus (excluding London),19.0
2020-06-14,Bus (excluding London),21.0
2020-06-15,Bus (excluding London),21.0
2020-06-16,Bus (excluding London),21.0
2020-06-17,Bus (excluding London),20.0
2020-06-18,Bus (excluding London),19.0
2020-06-19,Bus (excluding London),21.0
2020-06-20,Bus (excluding London),24.0
2020-06-21,Bus (excluding London),24.0
2020-06-22,Bus (excluding London),23.0
2020-06-23,Bus (excluding London),23.0
2020-06-24,Bus (excluding London),22.0
2020-06-25,Bus (excluding London),23.0
2020-06-26,Bus (excluding London),22.0
2020-06-27,Bus (excluding London),23.0
2020-06-28,Bus (excluding London),26.0
2020-06-29,Bus (excluding London),24.0
2020-06-30,Bus (excluding London),26.0
2020-07-01,Bus (excluding London),24.0
2020-07-02,Bus (excluding London),25.0
2020-07-03,Bus (excluding London),25.0
2020-07-04,Bus (excluding London),29.0
2020-07-05,Bus (excluding London),32.0
2020-07-06,Bus (excluding London),29.0
2020-07-07,Bus (excluding London),29.0
2020-07-08,Bus (excluding London),28.0
2020-07-09,Bus (excluding London),28.0
2020-07-10,Bus (excluding London),30.0
2020-07-11,Bus (excluding London),34.0
2020-07-12,Bus (excluding London),37.0
2020-07-13,Bus (excluding London),31.0
2020-07-14,Bus (excluding London),32.0
2020-07-15,Bus (excluding London),31.0
2020-07-16,Bus (excluding London),32.0
2020-07-17,Bus (excluding London),33.0
2020-07-18,Bus (excluding London),37.0
2020-07-19,Bus (excluding London),41.0
2020-07-20,Bus (excluding London),33.0
2020-07-21,Bus (excluding London),34.0
2020-07-22,Bus (excluding London),32.0
2020-07-23,Bus (excluding London),33.0
2020-07-24,Bus (excluding London),35.0
2020-07-25,Bus (excluding London),38.0
2020-07-26,Bus (excluding London),44.0
2020-07-27,Bus (excluding London),31.0
2020-07-28,Bus (excluding London),37.0
2020-07-29,Bus (excluding London),35.0
2020-07-30,Bus (excluding London),36.0
2020-07-31,Bus (excluding London),37.0
2020-08-01,Bus (excluding London),42.0
2020-08-02,Bus (excluding London),47.0
2020-08-03,Bus (excluding London),37.0
2020-08-04,Bus (excluding London),37.0
2020-08-05,Bus (excluding London),37.0
2020-08-06,Bus (excluding London),37.0
2020-08-07,Bus (excluding London),37.0
2020-08-08,Bus (excluding London),45.0
2020-08-09,Bus (excluding London),49.0
2020-08-10,Bus (excluding London),39.0
2020-08-11,Bus (excluding London),40.0
2020-08-12,Bus (excluding London),38.0
2020-08-13,Bus (excluding London),38.0
2020-08-14,Bus (excluding London),39.0
2020-08-15,Bus (excluding London),46.0
2020-08-16,Bus (excluding London),48.0
2020-08-17,Bus (excluding London),41.0
2020-08-18,Bus (excluding London),43.0
2020-08-19,Bus (excluding London),39.0
2020-08-20,Bus (excluding London),43.0
2020-08-21,Bus (excluding London),39.0
2020-08-22,Bus (excluding London),48.0
2020-08-23,Bus (excluding London),51.0
2020-08-24,Bus (excluding London),45.0
2020-08-25,Bus (excluding London),38.0
2020-08-26,Bus (excluding London),44.0
2020-08-27,Bus (excluding London),41.0
2020-08-28,Bus (excluding London),43.0
2020-08-29,Bus (excluding London),53.0
2020-08-30,Bus (excluding London),59.0
2020-08-31,Bus (excluding London),54.0
2020-09-01,Bus (excluding London),49.0
2020-09-02,Bus (excluding London),44.0
2020-09-03,Bus (excluding London),48.0
2020-09-04,Bus (excluding London),50.0
2020-09-05,Bus (excluding London),54.0
2020-09-06,Bus (excluding London),56.0
2020-09-07,Bus (excluding London),54.0
2020-09-08,Bus (excluding London),57.0
2020-09-09,Bus (excluding London),55.0
2020-09-10,Bus (excluding London),57.0
2020-09-11,Bus (excluding London),55.0
2020-09-12,Bus (excluding London),54.0
2020-09-13,Bus (excluding London),58.0
2020-09-14,Bus (excluding London),58.0
2020-09-15,Bus (excluding London),59.0
2020-09-16,Bus (excluding London),56.0
2020-09-17,Bus (excluding London),58.0
2020-09-18,Bus (excluding London),57.0
2020-09-19,Bus (excluding London),55.0
2020-09-20,Bus (excluding London),59.0
2020-09-21,Bus (excluding London),59.0
2020-09-22,Bus (excluding London),60.0
2020-09-23,Bus (excluding London),54.0
2020-09-24,Bus (excluding London),56.0
2020-09-25,Bus (excluding London),56.0
2020-09-26,Bus (excluding London),54.0
2020-09-27,Bus (excluding London),58.0
2020-09-28,Bus (excluding London),57.0
2020-09-29,Bus (excluding London),61.0
2020-09-30,Bus (excluding London),55.0
2020-10-01,Bus (excluding London),60.0
2020-10-02,Bus (excluding London),55.0
2020-10-03,Bus (excluding London),47.0
2020-10-04,Bus (excluding London),55.0
2020-10-05,Bus (excluding London),59.0
2020-10-06,Bus (excluding London),60.0
2020-10-07,Bus (excluding London),58.0
2020-10-08,Bus (excluding London),57.0
2020-10-09,Bus (excluding London),57.0
2020-10-10,Bus (excluding London),53.0
2020-10-11,Bus (excluding London),58.0
2020-10-12,Bus (excluding London),56.0
2020-10-13,Bus (excluding London),58.0
2020-10-14,Bus (excluding London),56.0
2020-10-15,Bus (excluding London),57.0
2020-10-16,Bus (excluding London),56.0
2020-10-17,Bus (excluding London),52.0
2020-10-18,Bus (excluding London),55.0
2020-10-19,Bus (excluding London),56.0
2020-10-20,Bus (excluding London),58.0
2020-10-21,Bus (excluding London),52.0
2020-10-22,Bus (excluding London),56.0
2020-10-23,Bus (excluding London),53.0
2020-10-24,Bus (excluding London),47.0
2020-10-25,Bus (excluding London),55.0
2020-10-26,Bus (excluding London),45.0
2020-10-27,Bus (excluding London),44.0
2020-10-28,Bus (excluding London),44.0
2020-10-29,Bus (excluding London),42.0
2020-10-30,Bus (excluding London),47.0
2020-10-31,Bus (excluding London),47.0
2020-11-01,Bus (excluding London),54.0
2020-11-02,Bus (excluding London),59.0
2020-11-03,Bus (excluding London),63.0
2020-11-04,Bus (excluding London),62.0
2020-11-05,Bus (excluding London),44.0
2020-11-06,Bus (excluding London),43.0
2020-11-07,Bus (excluding London),31.0
2020-11-08,Bus (excluding London),32.0
2020-11-09,Bus (excluding London),48.0
2020-11-10,Bus (excluding London),49.0
2020-11-11,Bus (excluding London),46.0
2020-11-12,Bus (excluding London),48.0
2020-11-13,Bus (excluding London),46.0
2020-11-14,Bus (excluding London),32.0
2020-11-15,Bus (excluding London),35.0
2020-11-16,Bus (excluding London),48.0
2020-11-17,Bus (excluding London),49.0
2020-11-18,Bus (excluding London),45.0
2020-11-19,Bus (excluding London),48.0
2020-11-20,Bus (excluding London),45.0
2020-11-21,Bus (excluding London),33.0
2020-11-22,Bus (excluding London),36.0
2020-11-23,Bus (excluding London),48.0
2020-11-24,Bus (excluding London),49.0
2020-11-25,Bus (excluding London),46.0
2020-11-26,Bus (excluding London),47.0
2020-11-27,Bus (excluding London),45.0
2020-11-28,Bus (excluding London),35.0
2020-11-29,Bus (excluding London),37.0
2020-11-30,Bus (excluding London),49.0
2020-12-01,Bus (excluding London),52.0
2020-12-02,Bus (excluding London),55.0
2020-12-03,Bus (excluding London),54.0
2020-12-04,Bus (excluding London),53.0
2020-12-05,Bus (excluding London),50.0
2020-12-06,Bus (excluding London),51.0
2020-12-07,Bus (excluding London),58.0
2020-12-08,Bus (excluding London),57.0
2020-12-09,Bus (excluding London),55.0
2020-12-10,Bus (excluding London),56.0
2020-12-11,Bus (excluding London),55.0
2020-12-12,Bus (excluding London),52.0
2020-12-13,Bus (excluding London),49.0
2020-12-14,Bus (excluding London),57.0
2020-12-15,Bus (excluding London),58.0
2020-12-16,Bus (excluding London),51.0
2020-12-17,Bus (excluding London),56.0
2020-12-18,Bus (excluding London),49.0
2020-12-19,Bus (excluding London),52.0
2020-12-20,Bus (excluding London),53.0
2020-12-21,Bus (excluding London),42.0
2020-12-22,Bus (excluding London),43.0
2020-12-23,Bus (excluding London),38.0
2020-12-24,Bus (excluding London),29.0
2020-12-25,Bus (excluding London),
2020-12-26,Bus (excluding London),
2020-12-27,Bus (excluding London),37.0
2020-12-28,Bus (excluding London),
2020-12-29,Bus (excluding London),28.0
2020-12-30,Bus (excluding London),28.0
2020-12-31,Bus (excluding London),22.0
2021-01-01,Bus (excluding London),
2021-01-02,Bus (excluding London),25.0
2021-01-03,Bus (excluding London),31.0
2021-01-04,Bus (excluding London),29.0
2021-01-05,Bus (excluding London),26.0
2021-01-06,Bus (excluding London),24.0
2021-01-07,Bus (excluding London),24.0
2021-01-08,Bus (excluding London),24.0
2021-01-09,Bus (excluding London),23.0
2021-01-10,Bus (excluding London),25.0
2021-01-11,Bus (excluding London),26.0
2021-01-12,Bus (excluding London),26.0
2021-01-13,Bus (excluding London),24.0
2021-01-14,Bus (excluding London),21.0
2021-01-15,Bus (excluding London),25.0
2021-01-16,Bus (excluding London),22.0
2021-01-17,Bus (excluding London),27.0
2021-01-18,Bus (excluding London),27.0
2021-01-19,Bus (excluding London),26.0
2021-01-20,Bus (excluding London),23.0
2021-01-21,Bus (excluding London),25.0
2021-01-22,Bus (excluding London),27.0
2021-01-23,Bus (excluding London),24.0
2021-01-24,Bus (excluding London),25.0
2021-01-25,Bus (excluding London),26.0
2021-01-26,Bus (excluding London),26.0
2021-01-27,Bus (excluding London),26.0
2021-01-28,Bus (excluding London),26.0
2021-01-29,Bus (excluding London),27.0
2021-01-30,Bus (excluding London),24.0
2021-01-31,Bus (excluding London),27.0
2021-02-01,Bus (excluding London),28.1
2021-02-02,Bus (excluding London),24.4
2021-02-03,Bus (excluding London),25.7
2021-02-04,Bus (excluding London),26.6
2021-02-05,Bus (excluding London),27.5
2021-02-06,Bus (excluding London),24.8
2021-02-07,Bus (excluding London),26.1
2021-02-08,Bus (excluding London),25.3
